Company,TypeName,Inches,Ram,Weight,Price,Touchscreen,Ips,X_res,Y_res,ppi,Cpu brand,first,second,Layer1HDD,Layer1SSD,Layer1Hybrid,Layer1Flash_Storage,Layer2HDD,Layer2SSD,Layer2Hybrid,Layer2Flash_Storage,Gpu brand,os
Asus,Ultrabook,12.5,16,0.91,103896,0,0,1920,1080,176.232573606584,Intel Core i7,512 SSD,0,0,1,0,0,0,0,0,0,Intel,Windows
Lenovo,Notebook,15.6,8,2.3,53918.8272,0,1,1920,1080,141.211998082199,Intel Core i5,256 SSD,0,0,1,0,0,0,0,0,0,Nvidia,Windows
Toshiba,Ultrabook,13.3,32,1.05,149130.72,1,0,1920,1080,165.632118051301,Intel Core i7,512 SSD,0,0,1,0,0,0,0,0,0,Intel,Windows
Asus,Gaming,15.6,8,1.99,71928,0,0,1920,1080,141.211998082199,Intel Core i7,128 SSD,  1000 HDD,0,1,0,0,1,0,0,0,Nvidia,Windows
Acer,Notebook,15.6,8,2.2,30849.12,0,0,1366,768,100.454669861137,AMD Processor,1000 HDD,0,1,0,0,0,0,0,0,0,AMD,Windows
Asus,Gaming,17.3,24,4.33,67612.32,1,1,1920,1080,127.335674571231,Intel Core i7,256 SSD,  1000 HDD,0,1,0,0,1,0,0,0,Nvidia,Windows
Lenovo,Ultrabook,12.5,8,1.3,58554.72,0,1,1366,768,125.367427986698,Intel Core i5,180 SSD,0,0,1,0,0,0,0,0,0,Intel,Windows
Lenovo,Notebook,15.6,8,2.17,47893.392,0,0,1920,1080,141.211998082199,Intel Core i7,256 SSD,0,0,1,0,0,0,0,0,0,Intel,Windows
HP,Notebook,14,8,1.48,93186.72,0,0,1920,1080,157.350512148736,Intel Core i7,1000 SSD,0,0,1,0,0,0,0,0,0,Intel,Windows
Lenovo,Notebook,13.3,8,1.4,50562.72,0,1,1920,1080,165.632118051301,Intel Core i3,256 SSD,0,0,1,0,0,0,0,0,0,Intel,Windows
Lenovo,Notebook,15.6,8,2.3,48538.08,0,1,1920,1080,141.211998082199,Intel Core i5,256 SSD,0,0,1,0,0,0,0,0,0,Intel,Windows
Asus,Netbook,11.6,4,1.2,18115.2,0,0,1366,768,135.094211192563,Other Intel Processor,64 Flash Storage,0,0,0,0,1,0,0,0,0,Intel,Windows
HP,Notebook,15.6,8,1.91,32979.7872,0,0,1366,768,100.454669861137,Intel Core i5,256 SSD,0,0,1,0,0,0,0,0,0,AMD,Windows
Lenovo,2 in 1 Convertible,13.9,8,1.4,85194.72,1,1,1920,1080,158.482530221748,Intel Core i5,256 SSD,0,0,1,0,0,0,0,0,0,Intel,Windows
Lenovo,Notebook,14,4,2.1,15930.72,0,0,1366,768,111.935203559552,Other Intel Processor,500 HDD,0,1,0,0,0,0,0,0,0,Intel,Windows
Lenovo,Netbook,11.6,4,1.25,14119.2,0,0,1366,768,135.094211192563,Other Intel Processor,16 SSD,0,0,1,0,0,0,0,0,0,Intel,Others/No OS/Linux
Lenovo,Notebook,13.3,8,1.44,50562.72,0,0,1920,1080,165.632118051301,Intel Core i5,256 SSD,0,0,1,0,0,0,0,0,0,Intel,Windows
Asus,Notebook,15.6,8,2,65214.72,0,0,1920,1080,141.211998082199,Intel Core i7,256 SSD,  1000 HDD,0,1,0,0,1,0,0,0,Intel,Windows
Acer,Notebook,15.6,4,2.2,32660.64,0,1,1920,1080,141.211998082199,Intel Core i5,1000 HDD,0,1,0,0,0,0,0,0,0,Nvidia,Windows
HP,Ultrabook,13.3,8,1.34,70489.44,0,1,1920,1080,165.632118051301,Intel Core i7,512 SSD,0,0,1,0,0,0,0,0,0,Intel,Windows
Lenovo,Gaming,15.6,8,2.4,61218.72,0,1,1920,1080,141.211998082199,Intel Core i7,256 SSD,  1000 HDD,0,1,0,0,1,0,0,0,Nvidia,Others/No OS/Linux
Dell,Ultrabook,13.3,8,1.29,47898.72,1,1,1920,1080,165.632118051301,Intel Core i5,128 SSD,0,0,1,0,0,0,0,0,0,Intel,Windows
Acer,Notebook,15.6,4,2.2,34045.92,0,0,1920,1080,141.211998082199,Intel Core i7,500 HDD,0,1,0,0,0,0,0,0,0,Nvidia,Windows
Dell,Notebook,15.6,8,2.18,44542.08,0,0,1920,1080,141.211998082199,Intel Core i5,1000 HDD,0,1,0,0,0,0,0,0,0,Intel,Windows
Dell,Notebook,15.6,16,2.2,64961.1072,0,0,1920,1080,141.211998082199,Intel Core i7,256 SSD,  2000 HDD,0,1,0,0,1,0,0,0,AMD,Windows
Xiaomi,Notebook,15.6,16,1.95,74589.336,0,1,1920,1080,141.211998082199,Intel Core i7,256 SSD,0,0,1,0,0,0,0,0,0,Nvidia,Others/No OS/Linux
Asus,Netbook,11.6,2,1.1,13053.6,0,0,1366,768,135.094211192563,Other Intel Processor,32 Flash Storage,0,0,0,0,1,0,0,0,0,Intel,Windows
HP,Notebook,15.6,4,2.04,27783.9216,1,0,1366,768,100.454669861137,Intel Core i5,1000 HDD,0,1,0,0,0,0,0,0,0,Intel,Windows
Asus,Gaming,15.6,24,2.24,158135.04,0,0,1920,1080,141.211998082199,Intel Core i7,512 SSD,0,0,1,0,0,0,0,0,0,Nvidia,Windows
HP,Notebook,15.6,8,2.04,47365.92,0,0,1920,1080,141.211998082199,Intel Core i5,256 SSD,0,0,1,0,0,0,0,0,0,Nvidia,Windows
Asus,Gaming,17.3,16,3,80133.12,0,0,1920,1080,127.335674571231,Intel Core i7,256 SSD,  1000 HDD,0,1,0,0,1,0,0,0,Nvidia,Windows
Lenovo,Gaming,15.6,8,3.2,74538.72,0,1,1920,1080,141.211998082199,Intel Core i7,256 SSD,  1000 HDD,0,1,0,0,1,0,0,0,Nvidia,Windows
HP,Ultrabook,13.3,8,1.32,74538.72,0,1,1920,1080,165.632118051301,Intel Core i7,256 SSD,0,0,1,0,0,0,0,0,0,Intel,Windows
Dell,Notebook,14,8,1.64,68184.0144,0,0,1920,1080,157.350512148736,Intel Core i5,256 SSD,0,0,1,0,0,0,0,0,0,Intel,Windows
HP,Notebook,15.6,4,1.63,36709.92,0,0,1366,768,100.454669861137,Intel Core i3,128 SSD,0,0,1,0,0,0,0,0,0,Intel,Windows
Dell,Notebook,17.3,8,2.8,47365.92,0,1,1920,1080,127.335674571231,Intel Core i5,128 SSD,  1000 HDD,0,1,0,0,1,0,0,0,AMD,Others/No OS/Linux
Lenovo,Notebook,14,8,2.02,71395.2,0,0,1920,1080,157.350512148736,Intel Core i5,256 SSD,0,0,1,0,0,0,0,0,0,Intel,Windows
Lenovo,Notebook,15.6,4,2.2,42570.72,0,0,1920,1080,141.211998082199,Intel Core i7,1000 HDD,0,1,0,0,0,0,0,0,0,Nvidia,Windows
Lenovo,Notebook,15.6,8,2.2,24455.52,0,0,1366,768,100.454669861137,Intel Core i3,2000 HDD,0,1,0,0,0,0,0,0,0,Nvidia,Others/No OS/Linux
Dell,Notebook,15.6,4,2.3,31168.8,0,0,1920,1080,141.211998082199,Intel Core i5,500 HDD,0,1,0,0,0,0,0,0,0,AMD,Windows
Dell,Notebook,15.6,8,1.9,73366.56,0,0,1920,1080,141.211998082199,Intel Core i5,256 SSD,0,0,1,0,0,0,0,0,0,Intel,Windows
Dell,Gaming,17.3,16,4.42,160520.3856,0,1,1920,1080,127.335674571231,Intel Core i7,128 SSD,  1000 HDD,0,1,0,0,1,0,0,0,Nvidia,Windows
Toshiba,Notebook,15.6,8,2,45820.8,0,1,1920,1080,141.211998082199,Intel Core i5,500 HDD,0,1,0,0,0,0,0,0,0,Intel,Windows
Asus,Notebook,15.6,8,2,69210.72,0,1,3840,2160,282.423996164397,Intel Core i7,256 SSD,  1000 HDD,0,1,0,0,1,0,0,0,Nvidia,Windows
Mediacom,Notebook,13.3,4,1.2,19660.32,0,1,1920,1080,165.632118051301,Other Intel Processor,32 SSD,0,0,1,0,0,0,0,0,0,Intel,Windows
Asus,Gaming,15.6,8,2.3,87858.72,0,1,1920,1080,141.211998082199,Intel Core i5,128 SSD,  1000 HDD,0,1,0,0,1,0,0,0,Nvidia,Windows
Dell,Notebook,15.6,8,1.93,72940.32,0,0,1920,1080,141.211998082199,Intel Core i7,256 SSD,0,0,1,0,0,0,0,0,0,Nvidia,Windows
Dell,Notebook,15.6,8,2.2,42486.0048,0,0,1920,1080,141.211998082199,Intel Core i5,256 SSD,0,0,1,0,0,0,0,0,0,AMD,Windows
HP,Notebook,15.6,4,1.86,21258.1872,0,0,1920,1080,141.211998082199,Other Intel Processor,256 SSD,0,0,1,0,0,0,0,0,0,Intel,Windows
HP,Gaming,17.3,12,2.62,95850.72,0,0,1920,1080,127.335674571231,Intel Core i7,1000 HDD,0,1,0,0,0,0,0,0,0,Nvidia,Windows
Lenovo,Notebook,14,8,1.87,45767.52,0,1,1920,1080,157.350512148736,Intel Core i7,256 SSD,0,0,1,0,0,0,0,0,0,Nvidia,Windows
Dell,Ultrabook,13.3,8,1.2,74538.72,1,0,3200,1800,276.053530085501,Intel Core i7,256 SSD,0,0,1,0,0,0,0,0,0,Intel,Windows
Dell,Notebook,14,4,1.6,39207.1536,0,0,1920,1080,157.350512148736,Intel Core i3,128 SSD,0,0,1,0,0,0,0,0,0,Intel,Windows
HP,Ultrabook,13.3,8,1.34,61005.6,0,1,3200,1800,276.053530085501,Intel Core i7,256 SSD,0,0,1,0,0,0,0,0,0,Intel,Windows
Acer,Gaming,15.6,8,2.4,42517.44,0,0,1920,1080,141.211998082199,Intel Core i5,1000 HDD,0,1,0,0,0,0,0,0,0,Nvidia,Others/No OS/Linux
Asus,Notebook,15.6,4,2,18594.72,0,0,1366,768,100.454669861137,AMD Processor,500 HDD,0,1,0,0,0,0,0,0,0,AMD,Windows
HP,Notebook,15.6,4,2.1,37589.04,0,0,1920,1080,141.211998082199,Intel Core i3,128 SSD,0,0,1,0,0,0,0,0,0,Intel,Windows
Lenovo,Notebook,14,4,1.87,41824.8,0,0,1920,1080,157.350512148736,Intel Core i5,500 HDD,0,1,0,0,0,0,0,0,0,Intel,Windows
Lenovo,Notebook,15.6,4,2.15,24634.008,0,0,1920,1080,141.211998082199,Intel Core i5,1000 HDD,0,1,0,0,0,0,0,0,0,Intel,Others/No OS/Linux
HP,Notebook,15.6,4,1.86,21152.16,0,0,1920,1080,141.211998082199,Intel Core i3,500 HDD,0,1,0,0,0,0,0,0,0,Intel,Windows
Lenovo,Notebook,15.6,8,1.99,92121.12,0,1,1920,1080,141.211998082199,Intel Core i7,512 SSD,0,0,1,0,0,0,0,0,0,Intel,Windows
Lenovo,Notebook,15.6,4,2.2,26586.72,0,0,1920,1080,141.211998082199,Intel Core i3,128 SSD,0,0,1,0,0,0,0,0,0,Intel,Windows
Dell,Notebook,15.6,8,1.9,59513.2272,0,0,1920,1080,141.211998082199,Intel Core i5,256 SSD,0,0,1,0,0,0,0,0,0,Intel,Windows
Dell,Gaming,17.3,16,4.42,143802.72,0,1,1920,1080,127.335674571231,Intel Core i7,256 SSD,  1000 HDD,0,1,0,0,1,0,0,0,Nvidia,Windows
HP,Notebook,17.3,8,2.65,28992.312,0,0,1600,900,106.113062142693,Intel Core i3,1000 HDD,0,1,0,0,0,0,0,0,0,Intel,Windows
HP,Notebook,17.3,8,2.63,68198.4,0,0,1920,1080,127.335674571231,Intel Core i7,1000 HDD,0,1,0,0,0,0,0,0,0,Nvidia,Windows
Asus,Notebook,15.6,4,2,11934.72,0,0,1366,768,100.454669861137,Other Intel Processor,500 HDD,0,1,0,0,0,0,0,0,0,Intel,Others/No OS/Linux
Mediacom,Notebook,13.3,4,1.35,13586.4,0,1,1920,1080,165.632118051301,Other Intel Processor,32 Flash Storage,0,0,0,0,1,0,0,0,0,Intel,Windows
Lenovo,Notebook,17.3,6,2.8,50562.72,0,0,1600,900,106.113062142693,Intel Core i7,128 SSD,  1000 HDD,0,1,0,0,1,0,0,0,Nvidia,Windows
HP,Notebook,15.6,6,1.91,30310.992,0,1,1920,1080,141.211998082199,AMD Processor,128 SSD,0,0,1,0,0,0,0,0,0,AMD,Windows
Dell,Notebook,15.6,4,2.18,32921.712,0,0,1366,768,100.454669861137,Intel Core i3,1000 HDD,0,1,0,0,0,0,0,0,0,AMD,Windows
Acer,2 in 1 Convertible,11.6,4,1.25,18594.72,1,1,1920,1080,189.905790524336,Other Intel Processor,32 Flash Storage,0,0,0,0,1,0,0,0,0,Intel,Windows
Lenovo,Notebook,15.6,4,2.05,33566.4,0,0,1920,1080,141.211998082199,Intel Core i3,128 SSD,0,0,1,0,0,0,0,0,0,Intel,Windows
HP,Ultrabook,13.3,16,1.16,104695.2,1,1,3200,1800,276.053530085501,Other Intel Processor,512 SSD,0,0,1,0,0,0,0,0,0,Intel,Windows
Lenovo,Notebook,17.3,8,3.4,159786.72,0,1,1920,1080,127.335674571231,Intel Core i7,256 SSD,0,0,1,0,0,0,0,0,0,Nvidia,Windows
Asus,Notebook,15.6,8,2.5,44701.92,0,0,1920,1080,141.211998082199,Intel Core i5,128 SSD,  1000 HDD,0,1,0,0,1,0,0,0,Nvidia,Windows
Dell,Ultrabook,13.3,8,1.21,85194.72,1,1,3840,2160,331.264236102601,Intel Core i5,128 SSD,0,0,1,0,0,0,0,0,0,Intel,Windows
Dell,Notebook,15.6,4,1.93,51095.52,0,0,1366,768,100.454669861137,Intel Core i5,500 HDD,0,1,0,0,0,0,0,0,0,Intel,Windows
Fujitsu,Notebook,15.6,8,2.2,39373.92,0,0,1366,768,100.454669861137,Intel Core i5,1000 HDD,0,1,0,0,0,0,0,0,0,Intel,Windows
Lenovo,Notebook,15.6,4,2.2,18328.32,0,0,1920,1080,141.211998082199,Other Intel Processor,500 HDD,0,1,0,0,0,0,0,0,0,Intel,Windows
Lenovo,Notebook,14,4,2.02,52747.2,0,0,1366,768,111.935203559552,Intel Core i5,500 HDD,0,1,0,0,0,0,0,0,0,Intel,Windows
HP,Workstation,17.3,8,3.14,99153.5472,0,0,1600,900,106.113062142693,Intel Core i5,500 HDD,0,1,0,0,0,0,0,0,0,Nvidia,Windows
HP,Notebook,14,8,1.94,20725.92,0,0,1366,768,111.935203559552,Other Intel Processor,2000 HDD,0,1,0,0,0,0,0,0,0,Intel,Windows
HP,Notebook,15.6,6,1.95,34578.72,0,1,1920,1080,141.211998082199,AMD Processor,256 SSD,0,0,1,0,0,0,0,0,0,AMD,Windows
Lenovo,Notebook,15.6,8,2.3,44222.4,0,0,1920,1080,141.211998082199,Intel Core i5,256 SSD,0,0,1,0,0,0,0,0,0,Intel,Windows
Lenovo,Notebook,15.6,4,2.05,36496.8,0,0,1920,1080,141.211998082199,Intel Core i5,500 HDD,0,1,0,0,0,0,0,0,0,Intel,Windows
Mediacom,Notebook,14,4,1.4,13266.72,0,0,1920,1080,157.350512148736,Other Intel Processor,32 SSD,0,0,1,0,0,0,0,0,0,Intel,Windows
Toshiba,Ultrabook,14,16,1.24,99367.2,1,0,1920,1080,157.350512148736,Intel Core i7,512 SSD,0,0,1,0,0,0,0,0,0,Intel,Windows
Lenovo,Gaming,17.3,32,4.6,141884.64,0,1,1920,1080,127.335674571231,Intel Core i7,256 SSD,  1000 HDD,0,1,0,0,1,0,0,0,Nvidia,Windows
MSI,Gaming,17.3,16,4.14,145401.12,0,0,1920,1080,127.335674571231,Intel Core i7,512 SSD,  1000 HDD,0,1,0,0,1,0,0,0,Nvidia,Windows
Dell,Notebook,15.6,8,2.2,39907.2528,0,0,1920,1080,141.211998082199,Intel Core i7,256 SSD,0,0,1,0,0,0,0,0,0,AMD,Others/No OS/Linux
Mediacom,Notebook,14,4,1.45,20725.92,0,1,1920,1080,157.350512148736,Other Intel Processor,32 SSD,0,0,1,0,0,0,0,0,0,Intel,Windows
Dell,Notebook,15.6,8,1.9,53733.9456,0,0,1366,768,100.454669861137,Intel Core i5,500 HDD,0,1,0,0,0,0,0,0,0,Intel,Windows
HP,Notebook,13.3,4,1.49,38308.32,0,0,1920,1080,165.632118051301,Intel Core i3,128 SSD,0,0,1,0,0,0,0,0,0,Intel,Windows
Dell,Notebook,15.6,16,1.93,81912.1392,0,0,1920,1080,141.211998082199,Intel Core i7,256 SSD,0,0,1,0,0,0,0,0,0,Nvidia,Windows
Dell,Netbook,11.6,4,1.26,15717.6,0,0,1366,768,135.094211192563,Other Intel Processor,16 Flash Storage,0,0,0,0,1,0,0,0,0,Intel,Others/No OS/Linux
MSI,Gaming,17.3,16,4.5,125154.72,0,0,1920,1080,127.335674571231,Intel Core i7,128 SSD,  1000 HDD,0,1,0,0,1,0,0,0,Nvidia,Windows
HP,Gaming,17.3,16,3.78,79813.44,0,1,1920,1080,127.335674571231,Intel Core i7,256 SSD,  1000 HDD,0,1,0,0,1,0,0,0,Nvidia,Windows
Lenovo,Ultrabook,14,12,1.4,89137.44,0,1,1920,1080,157.350512148736,Intel Core i7,256 SSD,0,0,1,0,0,0,0,0,0,Intel,Windows
Lenovo,Notebook,15.6,12,2.2,32447.52,1,0,1366,768,100.454669861137,Intel Core i7,1000 HDD,0,1,0,0,0,0,0,0,0,Intel,Windows
Asus,Gaming,17.3,8,2.73,94305.6,0,1,1920,1080,127.335674571231,Intel Core i5,128 SSD,  1000 HDD,0,1,0,0,1,0,0,0,Nvidia,Windows
Asus,2 in 1 Convertible,15.6,8,2.2,39373.92,1,0,1366,768,100.454669861137,Intel Core i5,1000 HDD,0,1,0,0,0,0,0,0,0,Intel,Windows
Lenovo,Notebook,15.6,12,2.2,50562.72,0,0,1920,1080,141.211998082199,AMD Processor,512 SSD,0,0,1,0,0,0,0,0,0,AMD,Windows
Dell,2 in 1 Convertible,11.6,4,1.39,32127.84,1,0,1366,768,135.094211192563,Other Intel Processor,128 SSD,0,0,1,0,0,0,0,0,0,Intel,Windows
Samsung,Notebook,15.6,16,2.5,90522.72,0,0,1920,1080,141.211998082199,Intel Core i7,128 SSD,  1000 HDD,0,1,0,0,1,0,0,0,Nvidia,Windows
Lenovo,Notebook,17.3,4,2.8,28185.12,0,0,1920,1080,127.335674571231,Intel Core i3,500 HDD,0,1,0,0,0,0,0,0,0,Intel,Others/No OS/Linux
Lenovo,Notebook,15.6,8,2.29,24455.52,0,0,1366,768,100.454669861137,Intel Core i3,1000 HDD,0,1,0,0,0,0,0,0,0,Intel,Windows
Lenovo,2 in 1 Convertible,13.3,8,1.37,107892,1,1,1920,1080,165.632118051301,Intel Core i7,512 SSD,0,0,1,0,0,0,0,0,0,Intel,Windows
Lenovo,Notebook,14,8,1.7,78534.72,0,1,1920,1080,157.350512148736,Intel Core i5,256 SSD,0,0,1,0,0,0,0,0,0,Intel,Windows
Dell,2 in 1 Convertible,12.5,8,1.34,88977.6,1,0,1920,1080,176.232573606584,Intel Core i5,256 SSD,0,0,1,0,0,0,0,0,0,Intel,Windows
Dell,Workstation,15.6,8,2.06,93932.64,1,0,1920,1080,141.211998082199,Intel Core i7,256 SSD,0,0,1,0,0,0,0,0,0,Nvidia,Windows
HP,Notebook,15.6,8,1.84,64948.32,0,0,1920,1080,141.211998082199,Intel Core i7,256 SSD,0,0,1,0,0,0,0,0,0,Intel,Windows
HP,Notebook,15.6,4,2.1,35616.6144,0,0,1366,768,100.454669861137,Intel Core i3,500 HDD,0,1,0,0,0,0,0,0,0,Intel,Windows
Acer,Notebook,14,4,1.6,17529.12,0,0,1920,1080,157.350512148736,Other Intel Processor,32 Flash Storage,0,0,0,0,1,0,0,0,0,Intel,Windows
MSI,Gaming,17.3,16,4.14,117162.72,0,0,1920,1080,127.335674571231,Intel Core i7,128 SSD,  1000 HDD,0,1,0,0,1,0,0,0,Nvidia,Windows
Dell,Notebook,15.6,4,2.18,24775.2,0,0,1366,768,100.454669861137,Intel Core i3,1000 HDD,0,1,0,0,0,0,0,0,0,AMD,Others/No OS/Linux
MSI,Gaming,15.6,16,1.8,122490.72,0,0,3840,2160,282.423996164397,Intel Core i7,256 SSD,  2000 HDD,0,1,0,0,1,0,0,0,Nvidia,Windows
Toshiba,Notebook,15.6,8,2.2,74538.72,0,1,1920,1080,141.211998082199,Intel Core i7,256 SSD,0,0,1,0,0,0,0,0,0,Intel,Windows
Lenovo,Notebook,15.6,6,2.4,30049.92,0,0,1920,1080,141.211998082199,Intel Core i5,1000 HDD,0,1,0,0,0,0,0,0,0,Intel,Windows
Lenovo,2 in 1 Convertible,15.6,8,2,69210.72,1,1,1920,1080,141.211998082199,Intel Core i7,256 SSD,0,0,1,0,0,0,0,0,0,Intel,Windows
Acer,Notebook,14,4,1.6,18594.72,0,0,1366,768,111.935203559552,Other Intel Processor,128 Flash Storage,0,0,0,0,1,0,0,0,0,Intel,Windows
Lenovo,Notebook,15.6,32,2.5,261018.72,0,1,3840,2160,282.423996164397,Other Intel Processor,1000 SSD,0,0,1,0,0,0,0,0,0,Nvidia,Windows
Dell,Gaming,15.6,16,2.59,46833.6528,0,0,1920,1080,141.211998082199,Intel Core i7,1000 HDD,0,1,0,0,0,0,0,0,0,Nvidia,Windows
Dell,Notebook,15.6,4,2.18,23650.992,0,0,1366,768,100.454669861137,Intel Core i3,1000 HDD,0,1,0,0,0,0,0,0,0,Intel,Others/No OS/Linux
Dell,Notebook,15.6,4,2.25,19127.52,0,0,1366,768,100.454669861137,Intel Core i3,1000 HDD,0,1,0,0,0,0,0,0,0,Intel,Others/No OS/Linux
Dell,Notebook,15.6,4,1.93,46300.32,0,0,1366,768,100.454669861137,Intel Core i5,500 HDD,0,1,0,0,0,0,0,0,0,Intel,Others/No OS/Linux
Asus,Gaming,17.3,8,3,62231.04,0,0,1920,1080,127.335674571231,Intel Core i7,128 SSD,  1000 HDD,0,1,0,0,1,0,0,0,Nvidia,Windows
Dell,Notebook,15.6,4,2.18,30316.32,0,0,1920,1080,141.211998082199,Intel Core i5,128 SSD,0,0,1,0,0,0,0,0,0,AMD,Others/No OS/Linux
HP,Ultrabook,15.6,8,1.84,74005.92,0,0,1920,1080,141.211998082199,Intel Core i7,512 SSD,0,0,1,0,0,0,0,0,0,Intel,Windows
MSI,Gaming,15.6,16,2.94,120831.5808,0,0,1920,1080,141.211998082199,Intel Core i7,256 SSD,  1000 HDD,0,1,0,0,1,0,0,0,Nvidia,Windows
Acer,2 in 1 Convertible,11.6,4,1.25,20193.12,1,1,1366,768,135.094211192563,Other Intel Processor,32 Flash Storage,0,0,0,0,1,0,0,0,0,Intel,Others/No OS/Linux
HP,Notebook,14,8,2.31,59886.72,0,0,1366,768,111.935203559552,Intel Core i5,256 SSD,0,0,1,0,0,0,0,0,0,Intel,Windows
Lenovo,Notebook,14,8,1.65,78055.2,0,0,1920,1080,157.350512148736,Intel Core i5,256 SSD,0,0,1,0,0,0,0,0,0,Intel,Windows
Dell,Notebook,15.6,4,2.2,41345.28,0,0,1920,1080,141.211998082199,Intel Core i5,1000 HDD,0,1,0,0,0,0,0,0,0,AMD,Windows
Fujitsu,Notebook,15.6,8,2.2,42570.72,0,0,1366,768,100.454669861137,Intel Core i5,256 SSD,0,0,1,0,0,0,0,0,0,Intel,Windows
HP,Notebook,15.6,4,1.88,49656.96,0,0,1366,768,100.454669861137,Intel Core i5,500 HDD,0,1,0,0,0,0,0,0,0,Intel,Windows
Lenovo,Notebook,15.6,8,2.2,47898.72,0,0,1920,1080,141.211998082199,Intel Core i7,1000 HDD,0,1,0,0,0,0,0,0,0,Nvidia,Windows
Mediacom,Notebook,14,2,1.4,12733.92,0,0,1920,1080,157.350512148736,Other Intel Processor,32 Flash Storage,0,0,0,0,1,0,0,0,0,Intel,Windows
Lenovo,Notebook,15.6,4,2.2,24935.04,0,0,1920,1080,141.211998082199,Intel Core i5,128 SSD,0,0,1,0,0,0,0,0,0,Intel,Others/No OS/Linux
Asus,2 in 1 Convertible,13.3,6,1.5,34046.4528,1,0,1920,1080,165.632118051301,Intel Core i5,1000 HDD,0,1,0,0,0,0,0,0,0,Intel,Windows
Dell,Notebook,15.6,8,2,96969.6,0,0,1920,1080,141.211998082199,Intel Core i7,256 SSD,0,0,1,0,0,0,0,0,0,Nvidia,Windows
Asus,Ultrabook,14,16,1.1,101232,0,0,1920,1080,157.350512148736,Intel Core i7,512 SSD,0,0,1,0,0,0,0,0,0,Intel,Windows
Dell,Gaming,15.6,16,2.62,78801.12,0,0,1920,1080,141.211998082199,Intel Core i7,256 SSD,  1000 HDD,0,1,0,0,1,0,0,0,Nvidia,Windows
Lenovo,Notebook,15.6,4,1.8,44169.12,0,0,1920,1080,141.211998082199,Intel Core i5,256 SSD,0,0,1,0,0,0,0,0,0,Intel,Windows
Lenovo,Notebook,15.6,4,2.2,30849.12,0,0,1920,1080,141.211998082199,Intel Core i3,1000 HDD,0,1,0,0,0,0,0,0,0,Nvidia,Windows
Asus,Notebook,15.6,8,2,21258.72,0,0,1366,768,100.454669861137,Other Intel Processor,1000 HDD,0,1,0,0,0,0,0,0,0,Intel,Windows
Asus,Notebook,15.6,8,1.99,48304.7136,0,0,1920,1080,141.211998082199,Intel Core i5,1000 HDD,0,1,0,0,0,0,0,0,0,Nvidia,Windows
Dell,Ultrabook,13.3,8,1.23,99580.32,1,0,3200,1800,276.053530085501,Intel Core i5,256 SSD,0,0,1,0,0,0,0,0,0,Intel,Windows
Lenovo,Notebook,14,2,1.42,13266.72,0,0,1366,768,111.935203559552,Other Intel Processor,32 Flash Storage,0,0,0,0,1,0,0,0,0,Intel,Windows
Lenovo,2 in 1 Convertible,13.3,8,1.37,93635.3376,1,1,1920,1080,165.632118051301,Intel Core i7,256 SSD,0,0,1,0,0,0,0,0,0,Intel,Windows
Dell,Notebook,15.6,16,2.06,127818.72,1,0,3840,2160,282.423996164397,Intel Core i7,1000 SSD,0,0,1,0,0,0,0,0,0,Nvidia,Windows
Lenovo,Gaming,15.6,8,2.5,59087.52,0,1,1920,1080,141.211998082199,Intel Core i7,128 SSD,  1000 HDD,0,1,0,0,1,0,0,0,Nvidia,Windows
HP,Notebook,17,8,2.6,27753.552,0,0,1600,900,107.98564559227,AMD Processor,1000 HDD,0,1,0,0,0,0,0,0,0,AMD,Windows
Lenovo,Ultrabook,14,16,1.14,130536,0,1,1920,1080,157.350512148736,Intel Core i7,512 SSD,0,0,1,0,0,0,0,0,0,Intel,Windows
Asus,Gaming,15.6,8,2.5,62284.32,0,1,1920,1080,141.211998082199,Intel Core i7,1000 HDD,0,1,0,0,0,0,0,0,0,Nvidia,Others/No OS/Linux
Acer,Notebook,15.6,4,2.4,23976,0,0,1366,768,100.454669861137,Intel Core i3,500 HDD,0,1,0,0,0,0,0,0,0,Intel,Windows
Lenovo,Notebook,14,4,1.43,14598.72,0,0,1366,768,111.935203559552,Other Intel Processor,32 Flash Storage,0,0,0,0,1,0,0,0,0,Intel,Windows
Acer,Ultrabook,14,8,1.8,48964.32,0,1,1920,1080,157.350512148736,Intel Core i5,256 SSD,0,0,1,0,0,0,0,0,0,Intel,Windows
Razer,Gaming,14,16,1.95,138474.72,0,0,1920,1080,157.350512148736,Intel Core i7,256 SSD,0,0,1,0,0,0,0,0,0,Nvidia,Windows
Toshiba,Notebook,13.3,8,1.2,64628.64,0,0,1920,1080,165.632118051301,Intel Core i5,256 SSD,0,0,1,0,0,0,0,0,0,Intel,Windows
Lenovo,Ultrabook,12.5,8,1.36,84395.52,0,1,1920,1080,176.232573606584,Intel Core i7,256 SSD,0,0,1,0,0,0,0,0,0,Intel,Windows
Asus,Gaming,17.3,32,3.8,149130.72,0,1,1920,1080,127.335674571231,Intel Core i7,512 SSD,0,0,1,0,0,0,0,0,0,Nvidia,Windows
Acer,Gaming,15.6,8,2.4,37775.52,0,0,1920,1080,141.211998082199,Intel Core i5,1000 HDD,0,1,0,0,0,0,0,0,0,Nvidia,Others/No OS/Linux
